Nkx2-5	Olfr351
SRF	Ptms
HNF4	Fam117a
PPARG	Nctc1
CREB	Xab2
PUR1	Crip3
T3R	3110009E18Rik
myogenin	Eef1a2
SOX5	Tnfaip3
SOX5	Ermn
HNF4	Snrnp35
STAT1	Lta
E2A	Myh10
hbp1	Olfr1014
hbp1	Olfr1015
YY1	Zfp207
EBF1	Sesn2
SOX5	Tnfaip6
myogenin	Baiap2l2
PPAR	Tinagl1
SOX5	Tnfaip8
AML1	Gprc6a
ETS2	9030409G11Rik
ERRalpha	Kctd1
Nkx2-5	Pus3
SOX5	Cep164
HNF4	Speg
AP-2rep	Lcorl
ATF	Tbl3
myogenin	Akap12
Esrrb	2810432L12Rik
dlx3	Skor1
alpha-CP1	Ddx4
MATH1	Cldn2
MEF2A	Rhpn2
Stra13	Akt1s1
Pit-1	Bsx
AP-2rep	Prss27
MAFA	Ikbkg
ETS2	Evi5l
Stat3	Tmem102
Lyf-1	Nlgn3
HNF4	Serpinh1
NRF-1	Cep120
E12	Ntrk2
NRF-1	Sufu
PPARG	Olfr958
HNF4	Spen
AML1	Mtmr4
E2F-1	Nr3c2
AP-2rep	Ppard
SREBP-1	Rcbtb1
AML1	Mtmr7
SOX5	Vmn1r86
Nkx2-5	Pafah1b1
Lyf-1	Zfp90
Lyf-1	Rbks
NF-Y	Pax1
hbp1	1110059E24Rik
Stat3	Klf10
OTX	Olfr403
SOX5	Vmn1r89
NF-Y	Pax3
SOX5	Fjx1
PUR1	Pgrmc1
CLOCK:BMAL	Mir1956
NF-kappaB	Ern1
FRA1	Enah
HNF4	Adnp
NF-Y	Pax6
Stat3	Reps1
HOXC4	Zbtb38
Lyf-1	Nusap1
HNF4	Lynx1
Nkx2-5	Dact1
PNR	Ccdc71
CREB	Slc25a33
HNF4	Asb10
T3R	Hepacam2
NF-Y	Pax8
HNF4	Asb11
AML1	Atf3
GR	AU040320
SOX5	Cep55
AML1	Atf4
HNF4	Acin1
ERR2(ESRRB)	Zdhhc7
HNF4	Asb13
MyoD	Cldn2
CREB	Slc25a36
HNF4	Asb14
CREB	Slc25a37
ESE1	Evpl
SOX5	Cep57
HNF4	Slc35f3
Nobox	Lmo4
HNF4	Slc35f4
ETS2	Spock1
PPARG	Kif21b
HNF4	Asb15
HNF4	Col2a1
CREB	Slc25a39
HNF4	Asb16
ETS2	Spock2
HNF4	Slc35f5
HNF4	Ttpal
HNF4	Asb17
ETS2	Spock3
HNF4	Asb18
myogenin	Cox6a2
NRSF	Slc12a5
HNF4	Glt25d2
myogenin	Gabrg1
OTX	Ang
myogenin	Gabrg2
AP-2rep	Rundc3a
HEB	Rnf121
TAL1	Mmaa
RFX1	B230216N24Rik
myogenin	Gabrg3
GLI3	Gli1
ETS2	Ganc
RXR:LXR-beta	Gm239
GR	Ldha
HNF4	4931417G12Rik
GABP	Arfip1
NRF-1	Dedd2
HNF4	Apcdd1
ETS2	Ndufb3
FLI1	Rnf170
ETS2	Ndufb4
PPARG	Fam71f1
SOX5	Rbm7
STAT6	Pias1
AML1	Lyrm1
HNF4directrepeat1	Nr2f2
PUR1	8430408G22Rik
Nkx2-5	Htr7
CLOCK:BMAL	Klf10
AP-2rep	Snap47
ETS2	Ndufb6
c-Ets-1	A530088E08Rik
SOX5	Mir331
ETS2	Ndufb7
ETS2	Mapk8ip1
deltaEF1	Fam195b
AML1	Psg19
ATF3	1500016L03Rik
AML1	Slc12a1
AML1	Lyrm7
PPARdirectrepeat1	Smyd5
SOX5	Mir335
Stat3	Flywch1
STAT6	Dsc1
deltaEF1	Gpr97
USF	Hexa
PPARG	Mus81
COUP	Crim1
Egr-2	Myst2
AML1	Slc12a6
AML1	Eno1
PPARG	1700006E09Rik
Stat3	Slc27a3
AML1	4930555I21Rik
GR	Myh6
HNF4	4930458L03Rik
SOX5	Prkar2a
MAFA	Sec22a
NFAT3	Htr1f
myogenin	Nbr1
ETS2	Syn1
HNF4	Sftpc
CREB	Lrrc8a
HNF4	Sftpd
STAT6	Trp53
ETS2	Syn3
ATF3	Tspan7
STAT6	Dusp4
AP-2rep	Fdx1l
PUR1	Cript
PPARG	1700012A03Rik
AML1	Pibf1
ETS2	Gpld1
AP-2rep	Kcnk12
AML1	Mir212
Lyf-1	Pum1
AP-2rep	Rsph6a
GR	4933412E12Rik
STAT6	Dusp8
GABPA	Sumo1
STAT6	Dusp9
ETS2	Atp1b1
HNF4	Pawr
MAF	Rbbp7
ETS2	D630042F21Rik
PUR1	Bmper
AML1	Mir217
ETS2	Atp1b4
STAT6	Irf2
NRF-1	Pccb
AP-2rep	Kcnk18
E2A	Hsp90ab1
YY1	Ier2
STAT6	Irf5
STAT6	Mir425
Stra13	Tom1l2
STAT6	Irf6
c-Ets-2	Scn2a1
NFAT3	2610028E06Rik
E2A	Asgr2
c-Rel	Creb1
HNF4	Inpp1
STAT6	Mir429
Stat3	Cish
HNF4	Pgam1
FLI1	Mthfr
REX1	Rpl15
HNF4	Myl10
E2F-1	Eif3d
Myc	Ampd2
HNF4	Dnajc21
PPARG	Mfsd7c
Esrrb	1810043H04Rik
c-Rel	Ube2h
Esrrb	Cx3cl1
HNF4	Dnajc22
STAT6	Olfr1128
Nkx2-5	Nkx1-2
PUR1	Krt80
REX1	Rpl19
COUP	Gm614
HNF4	Cask
HNF4	Dnajc24
Nkx2-5	Penk
Stat3	LOC547349
AP-2rep	2410017P09Rik
HNF4	Dnajc25
NF-kappaB(p65)	Grem1
Prop-1	2610028E06Rik
PUR1	Krt83
HNF4	Olfr1211
STAT6	Fpgt
FRA1	Acr
HNF4	Dnajc27
HNF4	Dnajc28
Esrrb	Gm15217
Oct-1	Cdh12
HNF4	Prdm1
HNF4	Olfr1214
PPARG	Dbc1
HNF4	Olfr1215
HNF4	Prdm2
T3R	Hspa5
RFX	Mrpl30
HNF4	Casr
HNF4	Olfr1216
HNF4	Prdm4
HNF4	1500017E21Rik
HNF4	Cast
PUR1	1110005A03Rik
HNF4	Olfr1218
HNF4	Prdm5
Nkx2-5	Olfr361
HNF4	Prdm6
alpha-CP1	Syne1
HNF4	Olfr1219
MAFA	4833427G06Rik
AP-2rep	Mesp2
Stra13	Supt16h
HNF4	Fam118b
PPARG	Npdc1
NFAT3	Rpl9
HNF4	Thpo
HNF4	Prdm8
CREB	Ptrh1
HNF4	BC088983
T3R	Gpr162
HNF4	Prdm9
MAFA	Mrap
Nkx2-5	Olfr365
GABPA	Lmbrd2
ATF3	Nek1
myogenin	Eef1b2
hbp1	Olfr1022
USF	Mafg
GABPA	Cope
hbp1	Olfr1024
PUR1	Rrad
HOXA5	Etv1
SOX5	Cep170
NUR77	Rab28
HNF4	Pax1
HNF4	Pax2
PREP1	Stk3
AP-1	Baz2a
isx	Olfr1321
hbp1	Olfr1029
HNF4	Pax3
AP-2rep	Prss34
ETS2	Kcna1
HNF4	Pax4
ETS2	Kcna2
HNF4	Pax5
LMAF	Arhgdig
myogenin	Cyb5d1
HNF4	Pqlc2
HNF4	Pax6
HNF4	Taf6l
ETS2	Kcna4
ETS2	Sync
AP-1	Gpr123
USF	Zc3h11a
HNF4	Pax7
TAL1	Cblb
HNF4	Rpgrip1
AP-2rep	Blmh
ETS2	Kcna5
HNF4	Pax8
TAL1	Nrbp2
HNF4	Pax9
Oct-1	Nphp4
AP-2rep	Yipf7
HNF4	Serpini1
ATF3	Glyr1
Stra13	Bcl6
ETS2	Pwp2
Oct-2	Nxph1
HNF4	Heatr7b1
MAFA	Syt6
HNF4	Serpini2
HNF4	Ubxn10
SOX5	Vmn1r91
RXR:LXR-beta	Atat1
HNF4	Heatr7b2
myogenin	Cenpk
FLI1	Zfp192
TEF	Ctgf
AP-2rep	Pygo2
HNF4	Slc4a10
AML1	Adar
HNF4	Ubxn11
NFAT3	Gm11435
ERRalpha	Atp5b
PPARG	B4galnt1
AP-2rep	Gm1332
SREBP-1	4930471M23Rik
deltaEF1	Robo1
Nobox	Rnf11
HNF4	Magohb
SOX5	4933421O10Rik
GLI3	Tln2
PPARG	B4galnt3
E2A	Mamstr
HEB	Orai3
ETS2	Uhrf1
GR	Ubtd2
HNF4	Rad23a
STAT6	Notum
HNF4	Rad23b
Stat3	Btbd3
T3R	Krtap14
PPARG	Dexi
E2F-1	Mir19a
T3R	Krtap15
AML1	Mbnl2
HNF4	Camk1
PUR1	Pmepa1
HNF4	Camk4
MyoD	Negr1
COUPdirectrepeat1	Apoc3
HNF4	Nckipsd
FLI1	D030056L22Rik
RFX1	St13
AP-2rep	Thbs4
OTX	Olfr419
HNF4	Kcnq2
Nkx2-5	Prkag2
IRF	Nfix
AP-2rep	Ipp
ATF2	LOC100504473
HNF4	Kcnq4
Nobox	Tdrkh
HNF4	Kcnq5
NF-Y	Txnip
MAFA	Lima1
USF	2310044G17Rik
AML1	Hlf
T3R	Atpbd4
myogenin	Gm12
SOX5	Fam81a
RFX1	St18
HEB	Rps27l
myogenin	Acpl2
AP-2rep	Olr1
NFAT3	4932415G12Rik
STAT6	Dram1
SREBP-1	Pet117
myogenin	Cox6b2
Elk-1	Klhdc3
AML1	S100z
ETS2	Pgk1
HNF4	Tnfsf13b
SOX5	M6pr
ETS2	Rttn
CREB	Plekhh3
AP-2rep	Cdx1
ETS2	1700109F18Rik
PPARG	Bcar1
AP-2rep	Cdx2
Nobox	Plag1
ETS2	Fahd1
HNF4	Corin
myogenin	Epha10
TERALPHA	Zfp707
ETS2	Ndufc2
EBF	Gm1337
STAT6	Slc2a4
NF-Y	Ier5
STAT6	Vrk1
EBF	Gosr2
E2A	Nedd4l
HNF4	H2-M11
AP-2rep	Scel
AML1	Uprt
COUP	Enpep
STAT6	Slc2a7
E2A	Pcsk4
PPARG	2610028E06Rik
SOX5	Fgd4
Octamer	Kcnab2
E2A	Pcsk6
ETS2	Clspn
Nkx2-5	Arhgap15
GABP	Trmt2a
AML1	Pdcd4
AP-2rep	Pthlh
AP-1	Prdx1
SF1	Galnt1
HNF4	Ptar1
NF-Y	Hnrnpa0
NF-Y	Hnrnpa1
TEF	Scx
ETS2	Plekhj1
Ebox	Zmynd10
ipf1	Cadm1
Nkx2-5	1110020A21Rik
NFAT3	Ankrd13b
Stra13	Orai2
PPARG	Pms1
AR	Best2
STAT6	Ntpcr
ETS2	Lphn1
ETS2	Lphn2
ETS2	Cdkn1a
STAT6	Oit1
Pou5f1	AI848258
ETS2	Cdkn1c
STAT6	Oit3
AP-2rep	Chrna1
SOX5	Gm10486
MAFA	Spsb1
HNF4	4832428D23Rik
SOX5	Gm10487
ETS2	Parp16
NF-kappaB	Kcnt2
AP-2rep	Kidins220
SOX5	Gm10488
STAT6	Frrs1
POU2F3	Gadd45a
AP-2rep	Chrna4
MAFA	Spsb4
T3R	Foxn1
HNF1	Anpep
ATF3	Ccna2
SOX5	D430042O09Rik
HNF4	Amotl1
HNF4	Anubl1
GR	Slc24a2
HNF4	Amotl2
AP-1	Zswim6
SOX5	Ect2l
GR	Slc24a4
MAFA	Dnahc2
E2F-1	Eif4b
Arnt	Ccdc45
Stat3	Spata2
Stat3	Mif
MAFA	Mir218-1
GABPA	Ube2v2
ATF	Odf2l
RFX1	Dpcd
HNF4	Doc2a
SOX5	Tox3
HNF4	Bet1l
SOX5	Tox4
HNF4	Doc2b
ETS2	Chic2
ATF	Prkcz
STAT6	Rbm39
FRA1	Olfr266
ETS2	Myo7b
T3R	Sertad2
HNF4	Olfr1221
ETS2	Sema3a
ETS2	Sema3b
T3R	Hspb2
Nkx2-5	Peg10
HNF4	Doc2g
ETS2	Sema3c
Oct-1	Lmo3
MAFA	Dlg1
PUR1	Bcor
ETS2	Sema3d
HNF4	Olfr1225
myogenin	Map4k1
ETS2	Sema3e
HNF4	Camkv
HNF4	Olfr1226
ETS2	Sema3f
ETS2	Sema3g
AML1	Pak3
SOX5	2610203C22Rik
Nkx2-5	Cpsf4
Nkx2-5	Olfr370
AML1	1110065P20Rik
HNF4	Osbp2
HEB	Ccnd2
HNF4	Olfr1229
ETS2	Cenpc1
myogenin	Mylip
Nkx2-5	Cdkl1
AML1	Pak6
hbp1	Gm4956
SOX5	Mir34b
HNF4	Tbl1xr1
SOX5	Mir34c
NF-Y	Gm4535
myogenin	1700084E18Rik
Nkx2-5	Cdkl5
Stat3	Herpud1
NRF-1	Setd1a
ATF3	Schip1
MAFA	Rasip1
GABPA	Fkbp2
AML1	Slc44a4
HNF4	Tbc1d8b
AP-1	Flnc
STAT6	Mobkl3
PITX3	Lmo2
HOXD1	Lmo3
ETS2	Fam181a
myogenin	Gm11529
MAFA	Tacr1
YY1	Mll5
AP-2rep	Prss43
HOXB7	Gm10248
AML1	Cadps
HNF4	Hsd17b1
ETS2	Kcnb1
HNF4	Zyx
PPARG	Naa15
ETS2	Kcnb2
HNF4	Hsd17b3
AP-2rep	4933439C10Rik
PPARG	4932415G12Rik
HEB	Mbnl3
Nobox	Rho
AML1	Ccne2
HNF4	Hsd17b4
SOX5	Cep57l1
HNF4	Taf7l
HNF4	Pik3ap1
CTCF	Vegfa
HNF4	Atxn1l
ETS2	Trf
E2F-1	Hsf2
CTCF	1700021F05Rik
PPARG	Olfr976
HNF4	Hsd17b7
ATF	Wnt10a
ETS2	Trh
YY1	Rpusd4
PPARG	Rims4
AP-2rep	1700106J16Rik
HNF4	Mcf2l
Stat3	Il1rn
AP-2rep	Sfrs18
Myc	Tmem59l
myogenin	Artn
PPARG::RXRA	Gltpd2
myogenin	Fkbp14
ETS2	Dnalc1
SF1	Cox4i1
YY1	Gm16517
ETS2	Dctn1
SOX5	2510039O18Rik
alpha-CP1	Hmgb2
SOX5	Mcl1
ETS2	Gabpb2
HNF4	Ier3
ETS2	Dctn3
ETS2	Dctn4
CLOCK:BMAL	Rps2
AML1	Deptor
deltaEF1	Utp18
HNF4	Lyplal1
ETS2	Dctn5
ETS2	Lrrc1
Lyf-1	Gtf2h4
GABPA	Wasf2
AP-2rep	Upp2
STAT6	Zdhhc16
NFAT3	1700023F02Rik
ETS2	Lrrc4
Lyf-1	Optc
SOX5	Slc14a2
STAT6	Zdhhc17
ETS2	Lrrc6
FXRinvertedrepeat1	Fabp6
POU2F3	Lyn
CLOCK:BMAL	Rps9
PR	Mir147
MAFA	Mrc1
HNF4	Zcchc2
CREB	Cct4
NF-Y	Asf1a
myogenin	Plekho2
Stat3	Uqcrh
USF	Csrp2bp
NF-Y	Asf1b
HNF-4	Adamts19
E2A	Canx
HNF4	Zcchc5
POU2F3	Tcfap2a
PUR1	Gm11346
HNF4	Zcchc6
CART1	Zfp536
ETS2	Lpxn
GABPA	0610007P22Rik
PPARG	Bcas3
HNF4	Zcchc7
AP-2rep	Ldhal6b
HNF4	Zcchc8
Nkx2-5	Spag17
GR	Cyp26c1
HNF4	Zcchc9
Stat3	Erbb2ip
E2F-1	Lmo3
ATF2	Unk
NFAT3	Copb1
myogenin	Prr12
Stat3	Uqcrq
HNF4	2210016L21Rik
HNF-4	Arhgap30
PPARG	1110006O24Rik
NRSE	Npas4
Nrf-2	Psmc5
AML1	Fam70a
Nkx2-5	E130303B06Rik
Nkx2-5	Arhgap21
SOX5	Mir350
HNF4	Pcgf1
LRH1	Sox10
NF-E2	Fam83h
HNF4	Pcgf2
Meis1	Gm10466
Zic2	Dnajb5
E2F-1	Ctcf
NUR77	Pex16
ATF3	Uncx
E2F-1	Mbd3
HNF4	Pcgf3
Nkx2-5	Arhgap24
USF	4933434E20Rik
Stat3	Usmg5
HNF4	Pcgf5
HNF4	Fstl1
SOX5	Gm11937
Ebox	Grik3
HNF4	Pcgf6
ETS2	Dmrt2
SOX5	Gm11938
ETS2	Dmrt3
HNF4	Fstl3
ETS2	Brs3
STAT6	Mir122a
HNF4	Fstl4
ETS2	Gapt
Stat3	Dhrs7b
hbp1	Rps4x
PUR1	Dusp15
HNF4	Fstl5
E2A	Pla2g2c
SF1	Dnaja2
HNF4	Cd2bp2
MAFA	Znfx1
ATF	Btaf1
RFX1(EF-C)	Tmem109
myogenin	Tor3a
NFAT3	Tmed5
RFX1	Foxj1
STAT6	Trp73
AP-2rep	Sh3d19
SOX5	Gnai1
HNF4	Ubxn2b
HNF4	Scrt1
NFAT3	Tmed8
COUPTF	Aldoa
ERRalpha	Glb1l
HNF4	Scrt2
ETS2	Cdkn2a
HNF4	Timd2
ATF	Eef2
SOX5	Uts2
GR	Aqp7
SOX5	Gm10494
Oct-1	Satb1
PUR1	2210404O07Rik
REST	Snap25
GABPA	Ogg1
AP-2rep	Pcdh12
GABP	Tmem167
AP-2rep	Gm4535
HNF4	Timd4
AP-2rep	Chrnb1
GR	Aqp9
PPARG	E030024N20Rik
PPARG	Scarna10
AP-2rep	Chrnb2
STAT6	Grxcr2
myogenin	Chchd4
AP-2rep	Pcdh15
Stra13	Chchd3
myogenin	Chchd5
PPARG	Scarna13
GABPA	Prpf18
ETS2	D11Wsu99e
Lhx5	Josd1
Stat3	Shc1
myogenin	Mag
PPARG	Scarna17
HNF4	2310010M20Rik
PUR1	Bcl7c
STAT6	Rbm41
NF-Y	Mll5
CREB	Nup98
SOX5	Cul5
PUR1	Pou6f1
HNF4	Kcnrg
deltaEF1	Kcnab2
myogenin	Mal
Nkx2-5	Aste1
SOX5	Cul7
Nobox	1700045I19Rik
STAT6	Rbm45
AML1	Gm826
COUP	Tmem150a
PPARG	Mir194-1
GR	Wwp1
ATF	Phf8
NF-Y	Map3k12
HNF4	Thra
CTCF	Mgat5b
MAFA	Surf2
HNF4	Thrb
AP-2rep	Tax1bp1
AP-2rep	5730419I09Rik
Stat3	Tprg
STAT6	Nalcn
Stra13	Slc36a1
myogenin	Slc10a4
NRSE	Ddx25
HNF4	Olfr1230
SOX9	Zscan2
ETS2	Sik3
Oct-1	Gnat3
myogenin	Slc10a6
ETS2	Sema4a
Barhl-1	Tshz2
HNF4	Olfr1232
ETS2	Kdm2b
myogenin	Dock2
HNF4	Olfr1233
ETS2	Sema4c
EBF	Chrnb1
HNF4	Olfr1234
ETS2	Hephl1
myogenin	Dock3
MyoD	Tpd52
ETS2	Tmprss4
PPARG	Fam5b
ETS2	Tmprss5
AP-2rep	Hsd3b7
HEB	Cadps
PPARG	Fam5c
ETS2	Sema4g
ETS2	Tmprss7
AML1	Runx1
SOX5	Nkx6-1
AML1	Runx2
GABP	Frs2
HNF4	Olfr1238
CREB	Tmem147
NFAT3	Vti1b
HNF4	Olfr1239
E2A	Kit
AML1	Runx3
myogenin	Dock9
NF-Y	Derl2
myogenin	Rp2h
CREB	Tmem149
NF-Y	Derl3
STAT6	Cyp2a5
SF1	Prnd
Stat3	Mtap6
PPARG	Tbc1d1
MAFA	Slc9a3r2
USF	Mlx
MAF	Tbk1
NRF-1	Pppde2
MAFA	2300005B03Rik
SOX5	Msr1
HNF4	Chit1
hbp1	Olfr1045
CREB	Cldn6
PPARG	Tbc1d5
HNF4	Tbc1d9b
myogenin	Cntn2
AP-2rep	Prss50
STAT6	Nr6a1
CREB	Cldn7
myogenin	Brms1l
PPARG	1700023F02Rik
myogenin	Cntn5
AP-2rep	Prss53
SOX5	Cabyr
ETS2	Kcnc1
myogenin	Cntn6
PPARG	Olfr981
ETS2	Kcnc2
GABPA	Abi2
HNF4	Jub
SOX5	Vipar
PPARG	Sos2
ETS2	Fam18b
Stat3	Heca
ETS2	Kcnc4
ETS2	Fig4
HNF4	Atxn2l
MAFA	Kcnj13
MAFA	Kcnj14
AML1	Mir23a
AML1	Mir23b
myogenin	Neurod2
ETS2	Loxhd1
AML1	Col23a1
PUR1	Mkrn3
PUR1	Tbx3
SOX5	Wars
SOX5	Lnx1
SOX5	Itfg1
Nkx2-5	Csnk1g3
E2A	Il25
ATF3	Barhl1
SOX5	Mllt10
SOX5	Itfg2
SOX5	Mllt11
HNF4	Jun
myogenin	Yrdc
PUR1	Tbx6
AML1	Anpep
HNF4	Jup
Nobox	Glcci1
myogenin	Spred1
HNF4	Akirin1
STAT6	Rbm4b
MAFA	Bod1
SOX5	Arfgap2
CLOCK:BMAL	Mtap7
HNF4	Kcns1
myogenin	Spred3
HNF4	Kcns2
SOX5	Il1rapl1
NF-Y	Spsb3
STAT6	Zdhhc22
HNF4	Kcns3
SOX5	Il1rapl2
NRSF	Rtbdn
HNF4	Cav1
STAT6	Zdhhc23
Nkx2-5	Il11ra1
HNF4	Cav2
PPARG	Hgd
HNF4	Cav3
ETS2	Grik2
Stra13	Vps33a
FLI1	Bcl2l1
MAFA	Pmp22
AML1	Pou2af1
PPARG	Hgf
myogenin	Zap70
ETS2	Grik3
FRA1	Olfr1120
TAL1	Nhlrc4
PSX1	Pitx2
ETS2	Grik4
alpha-CP1	Tef
ETS2	Grik5
NRSE	Prlhr
GABPA	Anapc11
ETS2	Pgm1
PPARG	4930526I15Rik
myogenin	Mecom
Ebox	Tmem108
SOX5	B2m
MAFA	Rps10
CLOCK:BMAL	Mal2
EBF1	Rtn4rl1
ERR2(ESRRB)	6430598A04Rik
GABPA	Anapc13
ETS2	Pgm3
SOX5	Fam83h
ERR2(ESRRB)	Hsd11b2
AML1	Ripply2
PPARG	Wfikkn1
MAFA	Nup37
HNF4	Spry1
Ebox	Clcn6
PPARG	Bcat2
Ebox	Clcn7
HNF4	Spry2
USF	Gm129
HNF4	Spry3
PPARG	Rap1gap2
PPARG	Nppa
SOX5	Rbp4
HNF4	Spry4
ETS2	Dlc1
PPARG	Nppb
STAT6	Ldb3
COUP	Krt71
RFX1	Gm10421
PPARG	Hgs
MAFA	Rps17
HNF4	6030498E09Rik
T3R	Arap3
SOX5	Cyp4x1
PUR1	Asphd1
AML1	Sesn1
myogenin	BC024582
HNF4	Epha1
Nkx2-5	Arhgap32
ETS2	Gnal
SOX5	Msra
HNF4	2810002N01Rik
AML1	Sesn2
myogenin	Pira2
ERR2(ESRRB)	Mir196b
HNF4	Epha2
Nrf-2	Psmd7
HNF4	Epha3
SOX5	Fgf5
AML1	Add2
AML1	Add3
myogenin	Pira4
HNF4	Fam60a
HNF4	Epha4
MyoD	Otof
AML1	Mllt3
HNF4	Ddit3
SOX5	Fgf7
ipf1	Pax4
HNF4	Epha5
HNF4	Epha6
PUR1	Dusp22
HNF4	Ddit4
myogenin	Pira6
CLOCK:BMAL	Inhbb
ETS2	Gnaq
EBF1	Psmb9
myogenin	Pira7
HNF4	Epha7
SOX5	Mir367
PPARG	Ppef1
AP-2rep	Cenpl
ETS2	Ifitm2
ETS2	Cntnap5a
HNF4	Epha8
Stat3	Pdgfb
ETS2	Gnas
ETS2	Ifitm3
HNF4	Mll1
SOX5	Als2cr4
ETS2	Cntnap5c
HNF4	Mll2
COUP	Crip2
HNF4	Mll3
hbp1	Tbx3
NF-kappaB	Olfm4
AP-2rep	Cenpp
myogenin	Arv1
AP-2rep	Cenpq
HNF4	Mll5
Stat3	Chadl
GR	Olfr1302
Nkx2-5	Cfhr1
HNF4	U2af1l4
PPARG	Lmx1a
SOX5	4930417G10Rik
ETS2	Gnaz
PPARG	Lmx1b
SF1	Dnajb8
AP-2rep	Pcdh20
SOX5	Trim23
MATH1	Nrk
Stat3	Bag1
ETS2	Ciao1
ESE1	Gpc5
Oct-1	Six1
AP-2rep	Cenpw
NF-E2	Hs3st2
Stat3	Bag2
Lhx4	Vangl1
SOX5	Trim25
Stat3	Bag4
Nkx2-5	4930529M08Rik
MATH1	Ythdf2
alpha-CP1	Gmppb
OTX	Map2k6
SOX5	Trim28
T3R	Foxp1
AML1	Glis3
PPARG	Sost
SOX5	Gsdma3
AP-2rep	AI414108
Arnt	Arfgef2
AP-2rep	C230096C10Rik
PUR1	C530028O21Rik
NRF-1	1110002L01Rik
HNF4	Lgr4
MyoD	Kazald1
HNF4	Lgr5
AML1	Sspo
myogenin	Ap3s1
ETS2	Vps26a
PPARG	Apln
HNF4	Lgr6
STAT6	Thy1
HNF4	Pgap1
HNF4	1500009C09Rik
HNF4	Pgap2
SOX5	Slc46a3
Nrf-2	Plec
STAT6	Mir124a-1
CLOCK:BMAL	Gemin5
GR	Apoa2
AP-2rep	Eef1g
Lyf-1	Pcdhac2
myogenin	1700020L24Rik
GR	Apoa4
ETS2	Myo9a
HNF4	Olfr1240
NUR77	Hoxa2
AML1	Erlin1
alpha-CP1	0610010F05Rik
HNF4	Olfr1241
ETS2	2310007B03Rik
TAL1	Sf3b2
ETS2	Sema5b
HNF4	Olfr1243
myogenin	Rin1
HNF4	Olfr1245
ETS2	Gnb1
ETS2	Gnb2
Ebox	Ehd4
ETS2	1700120K04Rik
HNF4alpha	Prkcd
myogenin	Rin3
ETS2	Gnb3
PPARG	4933431E20Rik
SOX5	Letm2
RFX1	Xrcc1
ISL1	Trat1
HNF4	Olfr1248
TAL1	Plekhh3
PPARG	Ift20
PUR1	Sept11
HNF4	Olfr1249
HNF4	Stim1
ETS2	Gnb5
HNF4	Snrnp70
HNF4	Stim2
GR	Zfp706
Nkx2-5	Olfr394
myogenin	Eef1e1
ETS2	Btn3a3
CLOCK:BMAL	Ubn1
NF-Y	Slc4a7
OTX	Foxa1
c-Rel	Tom1l1
hbp1	Olfr1052
NF-Y	Slc4a8
HNF4	Taf9b
hbp1	Olfr1053
myogenin	Fat4
ETS2	Ets1
ETS2	4930515G16Rik
HNF4	Spib
PPARG	Naa30
HNF4	Spic
AP-2rep	Cntln
HNF4	Nhej1
AML1	Rcor2
AP-2rep	1700019N12Rik
AML1	Ntn4
myogenin	Tfrc
NF-kappaB	Zbtb1
AP-2rep	Alox12
MAFA	2810025M15Rik
AP-2rep	Eno2
GABP	2610306M01Rik
ATF	Gpsm3
AP-1	Gpr150
AP-2rep	Eno3
ETS2	Kcnd1
HEB	Anpep
Myc	Tpt1
PPARG	Naa35
HNF4	Itgb1bp1
AML1	Havcr2
AML1	Ccng1
PUR1	Hsd17b10
NRF-1	4930473A06Rik
SOX5	Tle3
HNF4	Itgb1bp2
ETS2	Kcnd3
AP-2rep	Sec22b
ETS2	Hrct1
alpha-CP1	Eef1a2
HNF4	R74862
HNF4	Itgb1bp3
MATH1	Zfp706
myogenin	Slc9a2
PUR1	Retn
HNF4	Naaa
Stat3	Tmem143
SOX5	Wasl
Stat3	Igf1r
PPARG	8430408G22Rik
STAT6	1700011E24Rik
STAT4	Gm6878
myogenin	Slc9a6
E2A	Elmo2
PPARG	Exosc6
Stat3	Ncald
ETS2	Cd300lf
myogenin	Slc9a7
ETS2	Cd300lg
YY1	Ccdc117
ETS2	Clcn6
ETS2	Ttn
AP-2rep	Hsp90b1
E2A	Tmco6
SOX5	0610010F05Rik
Nkx2-5	AI593442
AML1	Epb4.1
PUR1	Zc3h7b
STAT6	Gm11190
NUR77	Mtch2
AP-2rep	Thbd
AP-2rep	Mab21l2
ETS2	Ttr
ERR2(ESRRB)	Mars
SOX5	Sgk1
AML1	9130024F11Rik
RAR	Dnaic1
PPARG	Ubtfl1
REST	Hpca
ETS2	Edn1
GR	Irs4
SOX5	Sgk3
E2F-1	Six5
Esrrb	Serpini1
NRF-1	Nfat5
AP-1	6430573F11Rik
ETS2	Edn2
HNF4	Kcnt1
Stat3	Zfp36
PUR1	Gm684
HNF4	Kcnt2
Stat3	Zfp37
SOX5	Morc2a
AP-1	Timp1
RFX1	Pkp4
ETS2	Zfp503
FLI1	Hccs
SOX5	Cep97
TAL1	Gabrg1
HNF4	Dnajc5b
PPARG	4930579G24Rik
Stat3	Gm2518
MAFA	Limd2
HEB	Hat1
Lyf-1	Setd4
SOX5	Fam84b
SOX5	Adcy2
PUR1	Dcun1d4
STAT6	LOC100503816
FRA1	Olfr1131
FLI1	9130209A04Rik
PPARG	Pip5kl1
SOX5	Adcy5
HNF4	Dnajc5g
ER	Cyc1
SOX5	Adcy6
SOX5	Smoc1
HEB	Mllt3
STAT6	Eln
AML1	Btnl3
ETS2	Capsl
